关键词,用户名,发布时间,来自,博文,转发数,评论数,收藏数,页面网址
防疫,山东高速交警一支队,"
                        1分钟前
                        ",新版微博 weibo.com,#济青北线路况# 截至18时48分，因防疫检查车流量大，周村、淄博、淄博高新区、临淄、临淄东站青岛方向入口临时关闭，潍坊、潍坊东、潍坊西、峡山、高密西、胶州、蓝村、青岛站济南方向入口临时关闭，因疫情防控，寿光站双向出口，昌乐站双向出口通行缓慢，请过往驾驶员注意减速慢行，选择周边就近收费 ​  展开c, 0, 评论,0,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB
防疫,我老公不是豆,"
                        1分钟前
                        ",真我GT大师探索版,"
                    突然间觉得自己好幸运，我们社区可以带着宠物一起隔离，一下子觉得社区工作人员后背都冒金光啊，一线的防疫人员真的很辛苦，这两次买菜基本都是上午统计，下午就送来了，感觉还是很温暖的，虽然我前几天也焦虑，但是买到菜了，就安心了，昨天朋友圈的话非常棒，如果觉得家乡不好就去建设他，加油，长春 ​  展开c", 0, 评论,0,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB
防疫,复刻青春-paige,2分钟前 转赞人数超过10,iPhone客户端,#长春宽城区柳影路疫情#这里疫情非常严重，社区和防疫人员还有一栋楼的居民都已经得了新冠！其中一人因为没有及时被救助车拉走去治疗而跳楼身亡，脑浆都出来了！特别吓人！这时候区长，市长还不出现吗？ ​                , 0, 14,15,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB
防疫,每日一狗,2分钟前 转赞人数超过400,,"
                    及时纠正就好！！大家一起支持防疫工作，但真的希望不要一刀切，要科学防疫、尊重公民的私有财产和权利，希望河北越来越好 #廊坊扑杀伴侣动物# ​                ", 52, 47,390,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB
防疫,司天钦Gosta,2分钟前 转赞人数超过500,,#女生公交上摘口罩喝水遭司机辱骂#请问这条新闻跟女生读职高还是普高有什么必然联系吗？想暗搓搓暗示职高女素质低不遵守防疫规定挨打正常？ 真以为这群这新闻的不会夹带私活呢？他们写的每一个字都有意义。 ​                , 26, 23,541,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB
防疫,闽南师大团委,2分钟前 转赞人数超过100,闽南师范大学超话,"闽南师范大学#共同战疫，你我同行#
💓疫尘不染，静待疫散💓
在这段静等疫情结束、静候花开的日子里，一些防疫小知识可能大家已经耳熟能详了。但是如何用闽南语来表达可能大部分同学都还不知道！
接下来就和团团一起学习闽南语版防疫标语吧

（视频来源：校团委融媒体中心团刊中 ​ 展开c", 182, 15,15,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB
防疫,飞龙中医,2分钟前 转赞人数超过10,,"
                    全国各地抗疫的经验非中药治疗莫属，于此春耕种植之际建议全国加大抗疫中药的播种力度，确保全国大规模供应防疫之用，以便于在保证充足中药的情况下，为将来全面放开对疫情的防控，从现有的抗疫经验来说，疫苗的抵抗力不足，西方神药疗效远不如中药有效，因此国家在中药种植进行统筹规划补贴，中药的国 ​  展开c", 3, 评论,15,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB
防疫,扬州消防,"
                        1分钟前
                        ",iPhone客户端,"
                    上海要求封控管理期间人员足不出户#【居家防疫 消防安全应注意】疫情当头，还需严格防范！在居家隔离防疫的时候小伙伴们也要注意消防安全哦，同时做到不聚集，不大意，做好个人防护！ 战疫别松懈！👇🏻 2扬州 ​                ", 1, 1,1,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB
防疫,黎薇那儿,"
                        2分钟前
                        ",iPhone 12 Pro Max,"
                    上热搜了，#廊坊扑杀阳性患者户内豢养动物# 我们确实仍然强烈质疑该部门发出的通知，上门随意扑杀动物是否真的停止了？是否真的没执行？拿出证据来。他们这样随意公然违法，违背科学防疫的措施，是不是给防疫添乱？这样的操作会让民众对政府的行为更加不信任。三年了，民生多艰，做个人吧。                ", 0, 评论,2,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB
防疫,长白山消防,"
                        2分钟前
                        ",iPad mini,#上海一无症状感染者自述隔离点生活#【防疫隔离点消防安全提示】当前疫情防控形势再度紧张，疫情防控工作进入关键时期，在人员密集的集中防疫隔离点做好消防安全工作也至关重要，让我们齐心协力、共克时艰，坚决打赢疫情防控攻坚战！#科普消防说##浦东疫情##致敬每一个守沪者# ​​​                , 0, 评论,0,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB
防疫,上海九院魏皎,"
                        3分钟前
                        ",微博 weibo.com,"
                    受上海疫情影响，目前九院部分门诊已暂停医疗服务，一切以官方通知为主，大家要听信网上不实信息和谣传。在此期间，也提醒大家无论是居家还是出行，一定要做好防疫措施；春季万物苏醒本是外出踏春的好季节，此刻暂时的封闭检测是为了更好更安全的未来，与上海一起共克时艰，大家加油！ ​  展开c", 0, 评论,0,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB
防疫,上海普陀,"
                        3分钟前
                        ",,"
                    【注意！普陀这些地方即日起至4月5日暂停服务！】#上海加油##上海战疫# 根据市防控办《关于做好全市新一轮核酸筛查工作的通告》和有关防疫要求，普陀这些地方将暂停服务↓↓↓ 2上海 ​                ", 0, 评论,1,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB
防疫,青年湖南,"
                        3分钟前
                        ",微博视频号,"
                    【#妈妈瞒着儿子当防疫志愿者偶遇儿子#：他也是！】3月26日，长沙市芙蓉区蓉园社区。正在社区办公室工作的54岁防疫志愿者陈虹，偶然遇见正要带医生进社区的儿子张翼翔——他也是一位防疫志愿者。陈虹说，是自己先报名的，无意间发现儿子也在做志愿者，两个人在同一个社区，没说是因为怕儿子担心。   ​  展开c", 0, 评论,0,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=2
防疫,不许再熬夜哦,"
                        3分钟前
                        ",iPhone客户端,#廊坊扑杀阳性患者户内豢养动物#下发这个文件的人是等着我们清明节给你们烧纸呢吧防疫做的稀里糊涂的，一到扑杀家禽宠物就立刻行动了nm死了也不至于冲无关的小动物发火吧我今年清明节给你们烧点大的毕竟没家人关心你们了 ​                , 0, 评论,3,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=2
防疫,张新年律师,"
                        3分钟前
                        ",微博视频号,"
                    请问@南山呼吸 @张文宏医生 教授，近期我在网上好几次看到有防疫人员对钢材进行核酸检验，新冠病毒真的能在钢材上存活吗？如果能存活，可以持续多长时间？真的有必要对钢材也进行检验吗？ L张新年律师的微博视频 ​                ", 0, 3,1,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=2
防疫,玛卡巴卡的挖绝机,4分钟前 转赞人数超过20,OPPO Reno6 5G,#网传红码是假的#昆明防疫是真的拉跨，怕是要像吉林那样下台几个领导 ​                , 0, 评论,25,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=2
防疫,昆明统战,"
                        3分钟前
                        ",微博视频号,#待疫情退去，春暖花开#【勠力同心，共担风雨——盘龙区凝聚起统一战线云防疫网络正能量（四）】为协助打好防疫阻击战，盘龙区统一战线成员发扬“众志成城 共抗疫情”的精神，投身防控工作一线、捐赠善款物资和传播普及疫情防控科学知识，凝聚起防疫工作的统战正能量。（来源：盘龙区委统战部）  ​  展开c, 0, 评论,0,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=2
防疫,老李滔滔不绝,5分钟前 转赞人数超过10,,"
                    人挨人传菜这事，当时德尔塔就已经很危险了，存在防疫破口，这根本就不是什么运菜效率不效率的事情，让群众少出门，少群聚为啥？不就是减少传播途径么？现在奥密克戎的传播率更强，这破口风险只能更高。天天说崇尚科学，相信科学，怎么遇到事儿了，科学扔一遍去了？简直儿戏 ​                ", 9, 评论,4,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=2
防疫,TF日报-不负责任组,5分钟前 转赞人数超过90,TFBOYS超话,TFBOYS#TF日报（不负责任组）# 【20220329】注意防疫，不要掉以轻心🙏 ​                , 41, 44,88,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=2
防疫,达令文化,5分钟前 转赞人数超过100,新版微博 weibo.com,紫宁winnie 非常抱歉的通知各位粉丝，因受全国新冠疫情影响，根据当地防疫政策要求，为配合疫情防控工作，确保艺人、粉丝及相关工作人员的健康安全。决定将2022年4月17日在南京稻香音乐空间场地举办的《张紫宁”2·SIX”生日音乐会》演出活动取消!非常抱歉给大家带来不便。感谢您的理解与支持 ​  展开c, 43, 44,153,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=2
防疫,一言闲扯,5分钟前 转赞人数超过50,微博视频号,"
                    这就过分了，你防疫归防疫，这种行为严重侮辱人了！再怎么顾全大局，也不能把管控行为做的这么没人性吧？！希望国家卫健委可以看看这种防疫行为是否妥当！@健康中国 L一言闲扯的微博视频 ​                ", 15, 12,63,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=2
防疫,厦门卫视,"
                        4分钟前
                        ",微博视频号,"
                    老年人接种新冠疫苗，这几件事要注意！#主播说防疫# → L厦门卫视的微博视频 ​                ", 0, 评论,0,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=2
防疫,吉林大冷面,"
                        4分钟前
                        ",冷面粉送的iPhone 12 Pro,#吉林疫情#【3月30日吉林市第二十场防疫工作新闻发布会】会上通报下一步，坚持疫情降级、防控不降原则，对全市以小区为单元进行分区分级分类精准防控，以创建“无疫小区（社区）”为抓手，进一步强化社区防控能力。【答记者问】居家隔离人员入户采样，单人单管核酸检测； ​                , 0, 2,1,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=2
防疫,ChaCha_YEHAIYAHAN,5分钟前 转赞人数超过40,,"
                    举全国之力也没救出个女人，还搭进去好几个；防疫把人都折腾疯了还要杀猫狗。确实不想抱怨吧大家活着都不容易，但这乱套的感觉实在酝酿不出正能量了，稳住不要反社会已经耗尽所有力气 ​                ", 3, 2,42,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=2
防疫,绵绵酱030,5分钟前 转赞人数超过60,湖北师范大学超话,湖北师范大学#湖北师范大学 防疫#境外势力牛的  必须怪拜登 居然盯上了我们糊宝 ​                , 0, 7,64,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=2
防疫,屁话小王er,5分钟前 转赞人数超过30,iPhone客户端,#廊坊扑杀阳性患者户内豢养动物#廊坊无视国家政策，私自挑衅民意！疫情期间无故增加市民焦虑，随意剥夺人民个人财产！地方政府官员不体恤民情！实属惰政！令人发指！网民被迫公开声讨，引发动乱。请求公开调查廊坊市防疫不作为的无耻行径！给人民群众一个交代！ ​                , 3, 3,36,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=2
防疫,冬亚,5分钟前 转赞人数超过1200,,"
                    只要没有违反防疫规则按照要求一步步来那么即使他去了很多地方喝了咖啡吃了饭，然后结果出来阳性了。那应被质问的也不该是他。 ​                ", 71, 143,1305,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=2
防疫,贵港反邪,"
                        5分钟前
                        ",微博视频号,"
                    【暖心！#聋哑女孩加班为防疫人员做爱心蛋糕# 5天送了300多份】3月28日，安徽马鞍山。23岁的聋哑女孩邢光进，加班加点为防疫一线的工作人员亲手制作了一个个爱心蛋糕。蛋糕店老板夏先生表示，邢光进和同事一起，五天时间制作了300多份爱心蛋糕送给防疫人员。#温暖放大镜#@光芒视频   ​  展开c", 0, 评论,0,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=2
防疫,中国青年报,6分钟前 转赞人数超过800,微博 weibo.com,"
                    【投桃报李！#华科向吉大捐500万#】据@吉林大学 消息，在防疫关键时刻，@华中科技大学 筹集了500万的防疫物资和生活物资，支援吉林大学防疫工作。华中科技大学党委书记李元元、校长尤政还写来慰问信。记者注意到，2年前，武汉抗击新冠肺炎疫情期间，吉林大学曾派出8批医疗队、共计543人驰援武汉。时任 ​  展开c", 53, 40,849,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=2
防疫,刚饱,"
                        5分钟前
                        ",,"
                    随便说的，可以不看我已经想尽一切办法在工作中偷懒和休息了，但还是累，防疫真的真的真的很令人崩溃！不光是我，所有参与防疫的工作者都非常辛苦！！！工作结束后，没法回想到底是怎么熬过这一天的。我也从来没找朋友倾诉过，最多抱怨几句吧，因为不太喜欢对别人倾泻负能量，只能发微博里了 ​                ", 0, 2,4,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=2
防疫,Sunshine-夏日的桑葚,"
                        6分钟前
                        ",微博视频号,"
                    鸡毛当令箭，不懂变通，我就不信让他防疫就让他打人的！#闪光达人创作营# L葡萄牙小球迷的微博视频 ​                ", 0, 评论,0,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=2
防疫,校园话事姬,"
                        6分钟前
                        ",,#疫情下广东高校的防疫举措#来自学生投稿：清明节期间也难申请出校、清明节分开放假，劳动节端午节假期缩短、假闭环问题p1有学生表示某学校已经开放快递啦对于这些问题，你有什么看法？你有什么想对学校说的吗？ ​                , 0, 评论,0,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=2
防疫,杭州电视台综合频道,"
                        6分钟前
                        ",微博视频号,"
                    【#交警通宵任务后继续救助昏迷老人#】3月27日，杭州萧山交警新塘执勤中队民警童洪旺和同事刚完成所前高速口通宵防疫卡点执勤任务，返回时途经塘湄线来娘线路口时，一辆黑色越野车上，下来一名中年男子向他们求助。男子说车上有个老人昏迷，在家中不慎摔伤，伤到了头部血流不止，由于是早高峰担心在路 ​  展开c", 0, 评论,0,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=3
防疫,北京头条,"
                        6分钟前
                        ",微博 weibo.com,"
                    【#北京朝阳区8家企业防疫不力被点名通报#】#朝阳区8家企业防疫不力被通报#3月30日，北京朝阳区市场防疫工作组针对朝阳区相关行业经营主体疫情防控工作开展检查，检查中发现8家企业不能严格落实主体责任，未能全面执行各项疫情防控措施，现对检查发现问题企业予以公示，公示期为一个月，公示情况如下： ​  展开c", 0, 评论,0,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=3
防疫,小杏仁的日记,7分钟前 转赞人数超过20,长春抗疫求助超话,"长春抗疫求助
【现居地址】: 朝阳区桂林胡同1090号-4 4楼左手边来米超市对面楼
【联系方式】:13304318160
【求助描述】:
老人85岁，肺部有问题，常年吃药，药吃完了，这几天喘不上来气，情况不是很好。需要药。
【解决办法】:
麻烦防疫工作者帮买一下药，给老人送过去。药名：【沙美特罗 ​ 展开c", 7, 9,22,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=3
防疫,風中微塵,7分钟前 转赞人数超过100,微博视频号,"
                    十八區義工包裝防疫包。视频：网友 L風中微塵的微博视频 ​                ", 2, 5,101,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=3
防疫,Mcckioz,8分钟前 转赞人数超过10,Android,#廊坊扑杀阳性患者户内豢养动物#让大家看看廊一刀是怎么先过度防疫把老百姓当犯人，不顾民生，再不要脸到开始想进别人家去扑杀宠物的！ ​​​                , 0, 评论,14,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=3
防疫,是橘子味的风,8分钟前 转赞人数超过10,iPhone客户端,#上海一居委会回应蔬菜藏起来不发#有一说一 上海辟谣比防疫更有力度 就无语 2上海 ​                , 0, 评论,18,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=3
防疫,丙叔佩史,"
                        7分钟前
                        ",HUAWEI P30 Pro,"
                    半月谈：拍脑袋开展全员检测要不得？       当前，努力以最小代价实现最佳防控效果，科学精准开展防疫工作，既是中央的要求，也是百姓的期盼。启动大规模核酸检测，应严格按照国家相关规定进行，坚持对社会最小影响原则，绝不能搞“拍脑袋”决策。只有科学研判疫情传播风险，精准确定核酸检测策略， ​  展开c", 0, 评论,1,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=3
防疫,脱离一切高级趣味的喵,8分钟前 转赞人数超过80,,#廊坊扑杀阳性患者户内豢养动物#如果防疫就是让人物资紧缺吃不上菜，患其它病症的人得不到医疗资源，患新冠的也得不到好的照顾，家里收入没法保证，伴侣宠物随时被扑杀。那还是别防疫了，督促大家都打好三针疫苗，不防疫也很难比这结果更糟了。 ​                , 2, 3,89,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=3
防疫,有态度的圈子,"
                        7分钟前
                        ",微博云剪,"
                    【#远嫁河南的非洲媳妇在村里当志愿者#】3月29日，在河南孟津杨庄村防疫服务点，一位来自非洲的志愿者吸引了大家的目光，她身穿红马甲，维持核酸采集现场秩序。这位非洲姑娘叫娜布利娅，与当时在乌干达援建的谢晓伟相识相爱，婚后便随丈夫来到了洛阳孟津老家。娜布利娅温柔贤惠，家务活儿干得样样好。 ​  展开c", 0, 评论,0,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=3
防疫,Hyunji-,"
                        7分钟前
                        ",iPhone X,"
                    [MONSTA X基贤 新冠19 确诊相关公告]大家好.  这里是Starship Entertainment.   今日(30日) 所属艺人MONSTA X 基贤伴有咽喉痛的症状进行了迅速免疫检查, 被确诊为新冠.   基贤是已接受完了3针新冠免疫疫苗的状态,现在中断所有的行程 遵循本国防疫的规定 与MONSTA X成员们隔离和居家治疗中.基 ​  展开c", 0, 评论,1,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=3
防疫,扬州电视台关注,"
                        7分钟前
                        ",微博视频号,"
                    【逃避防疫检查 货车“藏人”被抓现行】为了防止疫情蔓延，多部门联合设立道路交通防控点，严防死守。然而，在这节骨眼上，仍有极少数人不听劝阻，前两天，执法人员在枣林湾高速口，当场查获一名将人藏在后车厢、企图蒙混过关的货车司机。  L扬州电视台关注的微博视频 ​                ", 0, 评论,0,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=3
防疫,熊栩漳,9分钟前 转赞人数超过200,Redmi K30 5G先锋,#汕头大学防疫#给爷整笑了，相信大家都是爱国爱党爱校的吧，大学生指出学校问题倒成了毁谤学校和老师了？党员没有附和难道就不是爱国爱党爱学校了？真会扣帽子 2汕头 ​                , 6, 21,216,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=3
防疫,仓鼠君qwq,9分钟前 转赞人数超过40,iPhone客户端,#汕头大学防疫#不了解群众需要什么就要来引导群众？你真把自己当特权阶级了？你做过调研，掌握了数据？在这里道德绑架什么？ ​                , 3, 1,44,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=3
防疫,高陵融媒,"
                        8分钟前
                        ",微博视频号,"
                    【胡妮：#做到校园与家庭两点一线简单生活轨迹#】学校是疫情防控重要场所，校园防疫无小事，每个人都是自身健康第一责任人，如何做好校园防疫工作，在校园防疫工作中，师生、家长又要注意些什么？《疫情防控 咱就应该这么做》专栏，邀请市疾控中心科普专家胡妮，针对校园防疫来答疑解惑。   胡妮：① ​  展开c", 1, 评论,0,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=3
防疫,平安邓州,"
                        9分钟前
                        ",微博 weibo.com,"
                    【新华派出所：强化辖区宾馆酒店疫情防控工作】为全面做好新冠疫情防控工作，落实辖区重点场所、行业疫情防控措施到位，筑牢辖区安全屏障，3月27日，邓州市公安局新华派出所对辖区内所有宾馆、酒店开展疫情防控措施落实情况专项督查。期间，民警深入辖区16家正在经营的宾馆、酒店，仔细查看了防疫物资 ​  展开c", 0, 评论,0,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=3
防疫,警事汇,"
                        9分钟前
                        ",iPhone 7 Plus,"
                    【西安公安警情通报】2022年3月28日，在对一名外省返乡确诊病例的流调过程中，西安公安机关发现沣东新城华莱士餐饮启航佳苑店在经营管理中，未按照疫情期间相关防疫规定要求对进入人员进行全员扫码登记和体温检测，妨碍了流调溯源、人员管理等后续疫情防控措施的执行，造成严重后果。依据《中华人民 ​  展开c", 0, 评论,0,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=3
防疫,成明,"
                        9分钟前
                        ",微博 weibo.com,#全民战疫#致敬鞍山志愿者，致敬郭明义爱心团队振峰公益分队的志愿者，致敬鞍山参与战疫的卫生防疫、医疗单位、致敬鞍山市社会后勤保障部门、社区、街道工作人员，致敬人民警察等参与鞍山战疫情的朋友们，鞍山因您们而骄傲和自豪，因您们福佑鞍山太平有希望，祝愿鞍山疫情早日清零。@鞍山发布@鞍山云 ​  展开c, 0, 评论,1,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=3
防疫,中国新闻网,10分钟前 转赞人数超过500,微博 weibo.com,"
                    【#北京通报3人违反防疫规定被拘#】#北京2名退休干部违反防疫规定被拘#据“清风北京”消息，北京市纪委监委针对近期发生的3起因违反疫情防控有关规定被公安机关查处的党员干部、公职人员进行了调查处理，现通报如下。1.李某，北京市红十字会救援服务中心编外聘用人员。为逃避房山区韩村河镇八一桥公 ​  展开c", 16, 36,507,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=3
防疫,无比酷炫的卤鸡爪子,10分钟前 转赞人数超过10,OPPO A32,"
                    银川解封学校？遥遥无期了啊，现在是幼儿师范的，清明铁定回不了家，人家大红章都印上了。教育局装死有用吗？问政银川让打电话，教育局有人接吗啊？搞这种懒政？不在火车站管，不在飞机场防，学生是什么东西，学生就是你们充当政绩的产物？？？？老师可以回家，快递可以进学校，就连食堂的阿姨 ​  展开c", 5, 5,20,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=3
防疫,IT之家,"
                        10分钟前
                        ",新版微博 weibo.com,"
                    【#辽宁查处近百名隐瞒行程货车司机#】据新华社，随身携带多部手机、交替开关机、插拔手机卡、冒用他人行程码……自辽宁出现新一轮本土疫情以来，全省公安机关已查处隐瞒行程记录、逃避防疫查验的货车司机近百人，均已实施处罚。警方提醒，这种行为给疫情传播带来重大风险，公安机关将严厉打击。 ​  展开c", 1, 1,4,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=3
防疫,嫩姐姐嗷,11分钟前 转赞人数超过10,OPPO Reno3 元气版 5G,#湖南工业大学封校现状#上海能不能渡过这次疫情都得看你湖工大的防疫措施 2株洲·湖南工业大学 ​                , 0, 2,17,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=4
防疫,ohhooochen,11分钟前 转赞人数超过10,iPhone 13,#济南疫情#明明是济南防疫政策的问题只不过恰好是这个老人体现出来了，反而一堆人在这骂人 ​                , 0, 5,18,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=4
防疫,Biubiubiu我要代表月亮消灭你,11分钟前 转赞人数超过20,iPhone客户端,#上海海关验放全国首批辉瑞新冠治疗药#以张网红为首的专家们、官员们，打着“精准防疫”的旗号来迷惑人民群众，明修栈道暗度陈仓，掩盖其与美国辉瑞的肮脏交易！ ​                , 0, 评论,28,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=4
防疫,江苏新闻,"
                        11分钟前
                        ",微博 weibo.com,"
                    【徐州设立44个黄码采样点2家黄码医院】3月30日，#徐州第2场疫情防控新闻发布会#介绍：为及时有效地为符合黄码转绿码条件的人员提供服务，徐州市特设立44个“黄码”人员核酸检测专用采样点。为切实保障被赋“黄码”人员健康，方便他们就医，市防疫指挥部综合考虑多种因素，在城区范围已设立2家 “黄码 ​  展开c", 0, 评论,1,https://s.weibo.com/weibo?q=%E9%98%B2%E7%96%AB&page=4
