关键词,用户名,发布时间,来自,博文,转发数,评论数,收藏数,页面网址
疫情,休宁68091,"
                        1分钟前
                        ",微博视频号,"某主播无底线诋毁攻击高贺！没有真凭实据直播间捏造事实攻击仙家，攻击洋姐！
仙家之前有一个叫焦阳的主播，直播间专场恩师仙洋跟洋姐，也不叫师傅了，全说些无根无据的话题诋毁仙洋，什么大庆女的要120万没给，嘲讽洋姐开播1000多少人，你去看你老弟骂人家李亚倪让你老弟一顿决，你在车里哭了半个 ​ 展开c", 0, 评论,2,https://s.weibo.com/weibo?q=%E7%96%AB%E6%83%85&page=2
疫情,合房研究所,"
                        1分钟前
                        ",HUAWEI P30,"
                    受上海疫情影响，合肥的房子能否延缓还贷？大家有清楚政策的吗？深圳有，福田区长上次说政策制定中，延期且不计入征信。 ​                ", 0, 评论,0,https://s.weibo.com/weibo?q=%E7%96%AB%E6%83%85&page=2
疫情,四个鸭鸭台嘻嘻,"
                        1分钟前
                        ",华为畅享10 Plus,"
                    第二次看打扰啦！！！@打扰一下乐团 打扰一下的现场真的无敌棒太喜欢全场一起唱的时候了“不安总会消散”第一次独自去看live从不安到享受还在现场认识了到小伙伴虽然站到最后但还是能看到老陈的腹肌嘿可惜疫情封校让小曾到不了现场只能远远馋我的视频 ​  展开c", 0, 评论,0,https://s.weibo.com/weibo?q=%E7%96%AB%E6%83%85&page=2
疫情,罗罗七·,"
                        1分钟前
                        ",OPPO Reno5 5G,"#专家称上海这次疫情规模比武汉大#上海好意思跟武汉比
早尼玛干嘛去了封城防控啊
上海疫情一堆家伙乱跑，搞得人心惶惶
本来广西玉林好端端的一片净土
跑回来一个确诊的
成都疫情又新增，又是上海的乱跑，上海防控怎么做的，就这些乱跑的都足够网友骂三千遍了…… ​ 展开c", 0, 评论,0,https://s.weibo.com/weibo?q=%E7%96%AB%E6%83%85&page=2
疫情,河北高速交警,"
                        1分钟前
                        ",HUAWEI Mate30 Pro 5G,"#河北高速路况# 3日11时30分河北高速交通态势：
【天气情况】全省天气晴。
【交通流量】截至目前，5分钟断面流量均在150辆以下。
【缓行路段】目前，受北京安检影响，京台高速北京方向冀京界缓行约1公里；受地方疫情安检影响，海张高速张家口西、秦滨高速丰南南、长深高速丰润西和遵化东下道口均有约1- ​ 展开c", 0, 评论,0,https://s.weibo.com/weibo?q=%E7%96%AB%E6%83%85&page=2
疫情,呼和浩特交通广播,"
                        1分钟前
                        ",iPhone客户端,"
                    【#呼和浩特市老牛儿童探索馆4月6日开馆#】亲爱的家长朋友们：      根据《呼和浩特市应对新型冠状病毒感染肺炎疫情防控工作指挥部关于有序开放部分文化旅游场所的公告（2022年第55号）》要求，呼和浩特市老牛儿童探索馆将做好通风、清洁、消毒、核酸检测等防控疫情准备工作，于2022年4月6日（周三） ​  展开c", 0, 评论,0,https://s.weibo.com/weibo?q=%E7%96%AB%E6%83%85&page=2
疫情,公文素材菌,"
                        1分钟前
                        ",即刻笔记,"
                    【最全】  组织生活会  工作总结  述职报告  两会精神  对照检查   民主生活会  心得体会  批评与自我批评  材料汇编  思想汇报  意识形态 教育整顿 谈心谈话今日更新： 领导讲话  在2022年团委工作会议上的讲话制度表单  县常态化疫情防控监督检查机制 ​                ", 0, 评论,0,https://s.weibo.com/weibo?q=%E7%96%AB%E6%83%85&page=2
疫情,-lial-,"
                        1分钟前
                        ",studyaccount超话,#春日升学特训营##决战考研# ✨中午好/是疯狂写论文的一周▪️新买的小浓芯▫️最近在读《小妇人》/薄荷阅读真不错▪️看理想前两天全球史限免▫️赶着末班车听▪️农夫山泉新出的水/气好足▫️新的一周继续花园💪▪️本来要恢复线下了又转为线上了▫️疫情反复，大家多多注意鸭 ​                , 0, 评论,1,https://s.weibo.com/weibo?q=%E7%96%AB%E6%83%85&page=2
疫情,至真至善至美刘洺旭,"
                        1分钟前
                        ",,#西安疫情# 西安和陕西都没什么疫情，除了某地往外输送之外……西安做的很好，我们遛狗赏花晒太阳……我们幸不幸福我们知道，某地做的有多差全国人民也都知道，世界四大古都，中国古都之首，十三朝古都西安人民很幸福！ ​                , 0, 评论,1,https://s.weibo.com/weibo?q=%E7%96%AB%E6%83%85&page=2
疫情,上海消防,"
                        1分钟前
                        ",微博 weibo.com,#上海4月4日全市核酸检测#【#核酸检测的注意事项# 】近期，疫情防控形势严峻，部分地区仍有疫情出现，为防止疫情扩散蔓延，核酸检测是常态化疫情防控的有效手段，那么做核酸时需要注意哪些事项呢？一起戳下图了解↓↓ #上海4月3日全市进行抗原检测# ​                , 0, 评论,0,https://s.weibo.com/weibo?q=%E7%96%AB%E6%83%85&page=2
疫情,媒体人张晓磊,2分钟前 转赞人数超过1600,微博视频号,"
                    工作人员：“镇政府没有准备给外地人”！小伙自言自语：“外地人就不是人吗？”#山东大姐因疫情流落上海街头##上海新增本土确诊438例无症状7788例# L媒体人张晓磊的微博视频 ​                ", 69, 151,1756,https://s.weibo.com/weibo?q=%E7%96%AB%E6%83%85&page=2
疫情,安徽反邪教,"
                        1分钟前
                        ",iPhone客户端,"
                    【甜到心里！#山东种植户摘千斤草莓送防疫人员#】#温暖中国#近日，山东菏泽，草莓种植户姜在旺摘一千斤价值3万余元的草莓送到疫情防控一线。姜在旺和工人们从早上八点多一直摘到下午四点左右，保证送出草莓的口感新鲜。姜在旺称，抗疫一线的工作人员非常辛苦，他希望用自己的方式慰问一线的防疫人 ​  展开c", 0, 评论,0,https://s.weibo.com/weibo?q=%E7%96%AB%E6%83%85&page=2
疫情,林泉小丸子,"
                        1分钟前
                        ",iPhone 13 Pro,"
                    最近超级流行的#抗击疫情# 春日大片利用一些花瓣还有树叶还有网上买的干花把口罩装扮起来吧待疫情散去 便是春暖花开之时期待我们春暖花开的时候见面！加油！ ​                ", 0, 评论,0,https://s.weibo.com/weibo?q=%E7%96%AB%E6%83%85&page=2
疫情,漯河共青团,"
                        1分钟前
                        ",微博 weibo.com,#爱在漯河·同心抗疫# 团市委按照全市疫情防控工作总体要求，组织机关全体同志第一时间下沉一线，协助社区开展信息登记、核酸检测、疫情防控政策和知识宣传等志愿服务活动。4月1日，团市委书记李纪、副书记田昊扬到分包社区督导疫情防控工作。在“青春沙澧 ”微信公众号发布《漯河共青团疫情防控工作指 ​  展开c, 0, 评论,0,https://s.weibo.com/weibo?q=%E7%96%AB%E6%83%85&page=3
疫情,大象新闻,"
                        1分钟前
                        ",微博视频号,#大象新闻# 【目前上海方舱场地和医务人员是否足够？上海市卫健委回应】#上海新增本土确诊438例无症状7788例# 上海市举行第142场新冠肺炎疫情防控新闻发布会，市卫健委一级巡视员吴乾渝介绍， 本次疫情以来，我们已经陆续启用后备定点医院，改建一批方舱医院，我市现有定点医院、后备定点医院、方舱医 ​  展开c, 0, 评论,0,https://s.weibo.com/weibo?q=%E7%96%AB%E6%83%85&page=3
疫情,菏泽市人民检察院,"
                        1分钟前
                        ",新版微博 weibo.com,"
                    【闪电评论｜用好“统筹功”赢得“发展稳”】当前，疫情在我国多点暴发，防控任务艰巨。山东在做好疫情防控工作的同时，做好经济发展工作，用好“统筹功”赢得“发展稳”，疫情防控形势整体向好，经济发展稳步向前。 疫情防控不能松。按照党中央、国务院的决策部署，严格落实省委“5+1”工作安排，聚 ​  展开c", 0, 评论,0,https://s.weibo.com/weibo?q=%E7%96%AB%E6%83%85&page=3
疫情,乔晓韵,2分钟前 转赞人数超过300,🍭🐰iPhone XS,"
                    身处浦东重灾区，简单说明下目前上海的魔幻情况：1. 居委、居民、志愿者是联合互助的？不一定。居委可能是装死不干活直接拔掉电话线的，志愿者可能是地痞流氓，居民可能完全不信任居委和志愿者，完全不配合，每天不同小区里这三者都在起激烈冲突。2. 疫情越严重的街区会越优先获得政府物资？恰恰 ​  展开c", 292, 22,205,https://s.weibo.com/weibo?q=%E7%96%AB%E6%83%85&page=3
疫情,鄄城县人民检察院,"
                        1分钟前
                        ",微博视频号,"
                    【#孩子上网如何防骗#】 有事跟妈好商量，平白无故谁送你？网络消息别轻信，问妈不行就报警！又是天上掉馅饼，你问妈妈信不信？天上不会掉馅饼，妈妈说你你不听！在家好好上网课，没事别乱瞎调皮！警方提醒： 疫情期间，孩子又上网课了。这个视频你一定要看，告诉孩子要听妈妈话哦！via.中国警 ​  展开c", 0, 评论,0,https://s.weibo.com/weibo?q=%E7%96%AB%E6%83%85&page=3
疫情,河南教育广播,"
                        1分钟前
                        ",,"#关注河南清明节假期# 【#郑州博物馆临时闭馆# 】继河南博物院、郑州美术馆、郑州图书馆后，郑州博物馆也发布了闭馆公告。为配合郑州市疫情防控要求，郑州博物馆将于2022年4月3日（周日）起，所有馆区（文翰街馆及嵩山路馆)暂停对外开放，恢复开放时间另行通知。
已预约参观门票将自动取消。 ​ 展开c", 0, 评论,0,https://s.weibo.com/weibo?q=%E7%96%AB%E6%83%85&page=3
疫情,云财经,"
                        1分钟前
                        ",新版微博 weibo.com,"
                    实时快报：【#俄乌冲突叠加新冠疫情 矿产商预期金属原材料将继续涨价#】云财经讯，据德新社报道，一些全球大型矿产资源供应商认为，由于俄乌冲突以及新冠肺炎疫情等因素的影响，未来一段时间，包括铜、铝、钴等在内的金属原材料价格将会进一步上涨。 ​                ", 0, 评论,1,https://s.weibo.com/weibo?q=%E7%96%AB%E6%83%85&page=3
疫情,静子努力开荒中,"
                        1分钟前
                        ",忘羡送的HarmonyOS设备,"
                    幸好三八节预热的时候就下单了霍曼三代饮水机，3月6号发货7号签收的，赶在上海疫情前到家👏桃桃很喜欢，现在她饮水机和水碗都“宠幸”，喝水量一下就增加了，高兴 ​                ", 0, 评论,0,https://s.weibo.com/weibo?q=%E7%96%AB%E6%83%85&page=3
疫情,诸葛家的钢铁吖,"
                        1分钟前
                        ",HUAWEI Mate 30,"
                    红旗下春风里怀念疫情前的那个夏天 ​                ", 0, 评论,0,https://s.weibo.com/weibo?q=%E7%96%AB%E6%83%85&page=3
疫情,二毛坨子,2分钟前 转赞人数超过40,iPhone 13 Pro Max,"
                    疫情之后最想去的几个地方：西藏新疆、西班牙、法国、纽约。 ​                ", 3, 35,79,https://s.weibo.com/weibo?q=%E7%96%AB%E6%83%85&page=3
疫情,天水播报,"
                        2分钟前
                        ",天水播报网Android,#天水播报# 【#小区封控无收入网友望推迟还房贷#，银行：确因疫情影响可延迟】#银行回应小区封控无收入望推迟还房贷# 近日，甘肃一网友张先生在澎湃新闻“战疫服务平台”发布求助信息，称其所在的白银市靖远县城没有一例阳性，但因疫情已封控十多天。平日打零工的他出不去也没有收入，房贷、车贷无法偿 ​  展开c, 0, 评论,0,https://s.weibo.com/weibo?q=%E7%96%AB%E6%83%85&page=3
疫情,暗影无形西塞罗,3分钟前 转赞人数超过70,捷尔任斯基HarmonyOS设备,"
                    上海疫情这么久了，有人看见党旗的照片吗？ ​                ", 41, 31,76,https://s.weibo.com/weibo?q=%E7%96%AB%E6%83%85&page=3
疫情,淮南公安在线,"
                        2分钟前
                        ",微博视频号,#皖警战疫# 【疫情无情人有情，热心市民送温暖】 #平安淮南# 4月2日中午，@淮舜公安 龙舜派出所大门口出现了暖心的一幕。一名男子为派出所民辅警们送来n95口罩和生活物资，对方说感谢咱们人民警察辛苦抗疫啦！为这位好心人点赞！ L淮南公安在线的微博视频 ​                , 0, 评论,0,https://s.weibo.com/weibo?q=%E7%96%AB%E6%83%85&page=3
疫情,把阿恒拖进月色,"
                        2分钟前
                        ",萝莉啰嗦iPhone 12,#都美竹#拿疫情炒作是想红想疯了吧，又丑又坏，赶紧把这个女英雄抓起来吧 ​                , 0, 评论,3,https://s.weibo.com/weibo?q=%E7%96%AB%E6%83%85&page=3
疫情,顶流bot,"
                        2分钟前
                        ",iPhone 13,"
                    都美竹去了太古里，做核酸是前面是个阳性患者，而自己却没有隔离。有网友说:都美竹，又出来搞事情了，如果她说的是真的，前面的是阳性，后面的人怎么能走呢？ ​还有网友说:蹭疫情，毫发无损，又一波热度，哪个明星有这待遇，就问你服不服 ​。 ​                ", 1, 1,1,https://s.weibo.com/weibo?q=%E7%96%AB%E6%83%85&page=3
疫情,石化新城,"
                        2分钟前
                        ",微博视频号,#喜迎二十大 辽宁在行动##转作风优环境抓落实# 【疫情就是命令，防控就是责任】凝心聚力，团结一致，坚决做好疫情防范工作。 @新抚宣传 L网信抚顺的微博视频 ​​​                , 0, 评论,0,https://s.weibo.com/weibo?q=%E7%96%AB%E6%83%85&page=3
疫情,邓璐,"
                        2分钟前
                        ",iPhone 12 Pro Max,"
                    疫情给了我们很多思考、总结和再出发的机会，把过去三年的国际访谈做成系列发布与分享，这是我们融媒体团队的一大创新。近期陆续推出，希望对您有启发。『比利时前首相谈中比两国双边关系的新机遇』O网页链接 ​                ", 0, 评论,0,https://s.weibo.com/weibo?q=%E7%96%AB%E6%83%85&page=3
疫情,烫头孙师傅,"
                        2分钟前
                        ",Android,"#上海新增本土确诊438例无症状7788例#

我的天哪，光是无症状就7788例，要是照着这速度下去我真的害怕阳性日增破万。

之前大家都还老一致觉得上海这样的大城市经济水平好，在疫情防控上应该会做得更到位，现在看来，经济水平和疫情防控能力也可能没太多直接的关系。

上海这次就完全失败了，但是西安 ​ 展开c", 0, 评论,4,https://s.weibo.com/weibo?q=%E7%96%AB%E6%83%85&page=3
疫情,济南市文化和旅游局,"
                        2分钟前
                        ",,#泉城春游记##醉美济南##愿四月济南疫情早日结束##清明小长假第1天# ～漫步泉城｜欣赏多彩大明湖 Via@古济雪 ​                , 0, 评论,1,https://s.weibo.com/weibo?q=%E7%96%AB%E6%83%85&page=3
疫情,龙江检察,"
                        2分钟前
                        ",微博 weibo.com,"
                    【战“疫”佳木斯 | “疫”有需要 无畏逆行】2022年3月，疫情突至，在这场没有硝烟的战斗中，佳木斯市检察机关全体干警，毫不退缩，勇敢奔赴“疫”线。@最高人民检察院@中国长安网@检察日报@正义网 @黑龙江-平安黑龙江@哈尔滨检察 @齐齐哈尔市人民检察院 @牡丹江检察 @佳木斯检察 @大庆检察  ​  展开c", 0, 评论,0,https://s.weibo.com/weibo?q=%E7%96%AB%E6%83%85&page=3
疫情,鄄城县人民检察院,"
                        2分钟前
                        ",微博视频号,"
                    疫情骗局须警惕，出行防护莫大意 。（公安部刑侦局）L公安部刑侦局的微博视频 ​​​                ", 0, 评论,0,https://s.weibo.com/weibo?q=%E7%96%AB%E6%83%85&page=4
疫情,张慧林,3分钟前 转赞人数超过20,,#上海4月4日全市核酸检测#只有全员核酸检测，才能把病毒清除，这个成熟的经验早就应该执行了！希望上海尽快战胜疫情，让城市早日康复，百姓生活恢复正常。上海，加油！#生活点滴# ​                , 21, 23,31,https://s.weibo.com/weibo?q=%E7%96%AB%E6%83%85&page=4
疫情,健康江苏微博,"
                        2分钟前
                        ",微博 weibo.com,"
                    【防护不放松，清明安康过，省防疫专家为你支招 】近期疫情防控形势仍然严峻复杂，清明小长假来临，如何度过一个平安健康、文明有序的假期？“健康江苏”邀请江苏省卫生健康委新冠肺炎防控专家就大家关心的问题进行解答。 ​                ", 0, 评论,0,https://s.weibo.com/weibo?q=%E7%96%AB%E6%83%85&page=4
疫情,廊坊发布,"
                        2分钟前
                        ",iPhone客户端,#我为廊坊点赞##战胜疫情廊坊在行动# 【“疫”中温暖送药记】 L廊坊发布的微博视频 ​                , 0, 评论,1,https://s.weibo.com/weibo?q=%E7%96%AB%E6%83%85&page=4
