关键词,用户名,发布时间,来自,博文,转发数,评论数,收藏数,页面网址
清零,咸其辅颊舌,"
                        12分钟前
                        ",,"
                    刚看见有人说才想起来，在20年初，国外就迫不及待把中国划为疫区，在20年中间时候，当时国内已经基本实行动态清零，而国外对中国严重等级划分要比美国等国家要高的。不难想象，国内现在放开后的状况，欧美会迫不及待地把中国设定为一个危险的状况，即使国内制造业的体量是别国无法替代的，但在混乱状 ​  展开c", 0, 评论,0,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=2
清零,海南政法,"
                        12分钟前
                        ",微博 weibo.com,"
                    【#海口实现社会面动态清零# 】4月9日，海口市新冠肺炎疫情防控工作指挥部召开2022年第六场新型冠状病毒肺炎疫情防控新闻发布会。海口市政府秘书长陈建军通报海口市最新疫情防控情况，目前，海口3天内未发现本土阳性病例，实现社会面的动态清零，整体趋势向好。3月29日到4月9日15时，全市累计报告确 ​  展开c", 0, 评论,0,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=2
清零,一个坏土豆,14分钟前 转赞人数超过90,新版微博 weibo.com,"
                    张网红又说话了！很多人说，看到弓长医生说话，我就放心了。国家说话了，他们不放心；解放军来了，他们也不放心；弓长网红比谁都好使；.......去年，中国疾病预防控制中心流行病学首席专家明确指出，必须坚守动态清零；去年，国家卫健委新冠疫情应对处置工作专家组组长梁万年明确指出，必须坚守 ​  展开c", 3, 15,102,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=2
清零,深圳张逸轩,14分钟前 转赞人数超过80,iPhone 13 Pro Max,"
                    深圳疫情清零没几天，又要每天下楼做核酸，出入全部公共场所从72小时又改成需24小时核酸记录！前天还计划下周去隔壁城市喝早茶，又得取消了！#报复性出游的深圳人# ​                ", 4, 36,92,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=2
清零,安民Anmin0001,14分钟前 转赞人数超过100,新版微博 weibo.com,"
                    上海清零三步走一、上海4月8日疫情数据分析今天公布上海4月8日的疫情数据是:确诊1015,无症状感染者22609人;有420人从无症状转确诊。因此上海今天新增感染者是1015+22609-420=23204人，相比昨天，增速11.03%。前面测算了上海真实的疫情传播速度,每天比上一天平均增长31.6598%,以昨天的数据为基数, ​  展开c", 11, 29,107,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=2
清零,西门町吃在宁波,"
                        15分钟前
                        ",宁波超话,#甬创滨海大都市#网友@红星闪闪居家女神 投稿：小区里的樱花开得好烂漫期待全国疫情早日清零，让大家都能欣赏到这么灿烂的世界！🙏🙏🙏 ​ 2宁波 L西门町吃在宁波的微博视频 ​                , 2, 2,8,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=2
清零,我想我正在沉入一代人的海,16分钟前 转赞人数超过200,iPhone 13,"
                    看到有人振振有词的分析清零还是共存。有人义愤填膺骂上海人，有人积极主动的说忍一忍，有人阴谋论的整天分析各位高官的态度，有人仇恨满胸地辱骂专家，有人把深圳捧上天，有人把香港踩在地下。我只是想问一句，清零还是共存，你以为我们有任何发言权？不过就是棋子、不过就是统计数字。  ​  展开c", 33, 24,294,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=2
清零,停靠一座城,16分钟前 转赞人数超过20,Note 9 Pro 一亿像素,#上海新增本土确诊1015例无症状22609例##上海4月9日全市开展抗原检测#当前上海疫情依靠目前的政府官员是做不到快速清零的！！！拖得越久会激化更多的矛盾，会产生更多类似松江九亭这类问题！！！上海需要鲶鱼！！！上海需要中央巡视组进驻！！！！！@紫光阁 @央视新闻 @人民日报 ​​​                , 1, 评论,25,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=2
清零,Big_Dragon1988,"
                        18分钟前
                        ",iPhone客户端,#就这一刻# 第一次晚上做核酸。今天开始做核酸就比较晚了，下午三四点开始的，下午时候是浙江的医生，晚上又换了本地的医生，所以又拖延了进度。上午做抗原，晚上做核酸。希望早日清零，早日恢复正常生活吧。上海加油！ 2上海·鹤北新村二街坊 ​                , 0, 评论,0,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=2
清零,海南日报,"
                        18分钟前
                        ",,"
                    【#海口实现社会面动态清零#】4月9日，海南日报记者从海口市第六场新冠肺炎疫情防控新闻发布会获悉，截至9日17时，海口已连续66个小时没有收到本土新增阳性感染者情况报告，实现了社会面动态清零的目标，全市疫情形势趋于向好。3月29日至4月9日15时，海口累计报告确诊病例（轻型）10例，无症状感染者 ​  展开c", 2, 4,5,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=2
清零,june--july,"
                        22分钟前
                        ",iPhone客户端,"
                    上午做抗原，下午做核酸，这是要加快节奏清零了。小区里花都开了，樱花、牡丹、杜鹃……海棠已经开始謝了，大家似乎没有赏花的心情，都在焦虑缺米少油，忙着抢菜团购。大家已经不问什么时候解封了，都在问哪里可以买到物资。我今天好些了，安全感来自于昨天团到的鸡蛋、水果，还有牛奶，家里荤菜还是有 ​  展开c", 0, 评论,0,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=2
清零,坚信国运,"
                        22分钟前
                        ",新版微博 weibo.com,"
                    换个角度就能理解动态清零防疫政策了。全球近500年来一直是霸权统治，而我们中国的定位则是以人民为主就事论事，遵循邪不压正的理念。很多人拿科学为矛质疑政策，看似合情合理，实则别有用心，一旦因此放开，中国的定位理念在国际上就会荡然无存，心口不一、伪善等信息战会接踵而来，那个时候中国几十 ​  展开c", 1, 评论,0,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=2
清零,分别善恶的果,"
                        23分钟前
                        ",iPhone客户端,"
                    从上海疫情学到的，很好呀。在危急时，出状况的是短板的地方，平时夯实短板，把最弱的搞好了，才有资格谈躺平，这也就是现在还不能放开的原因吧，我们领导对放开的底气还不足。今天忽然理解了后疫情时代的意思，我们永远都无法回到2019年，不管是清零还是共存，幻想着和怀念着回到2019，是清零和共存 ​  展开c", 0, 评论,0,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=3
清零,观泉州,"
                        24分钟前
                        ",观观的iPhone 13,"
                    【#致泉州人民的一封信相信这座城如同相信你#】月以来，突如其来的疫情，让我们和这座城市一起，经受了一场严峻的考验。你我的生活被打乱，繁忙的城市按下了“慢行键”。28个日日夜夜，我们上下一心，众志成城，共同开启抗疫“加速度”，初步实现了社会面动态清零的阶段性目标!这段日子对我们每个人 ​  展开c", 1, 1,5,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=3
清零,长春新闻,"
                        24分钟前
                        ",iPhone客户端,"
                    【我市疫情防控工作取得阶段性成效】4月9日，长春疫情防控工作传来振奋人心的好消息，经过各方的共同努力，我市9个县（市）区、开发区基本实现社会面动态清零。这个消息让春城人民倍感振奋，大家纷纷表示，坚持就是胜利，坚持就能胜利，一定要克服麻痹思想、侥幸心理，咬紧牙关，共克时艰。  ​  展开c", 0, 评论,0,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=3
清零,海南国际旅游岛之声,"
                        25分钟前
                        ",新版微博 weibo.com,#1038在播报# 【截至今天17时，海口已连续66个小时无新增本土阳性感染者】截至今天17时，我市已连续66个小时没有收到本土新增阳性感染者情况报告，实现了社会面动态清零的目标，全市疫情形势趋于向好。3月29日至4月9日15时，全市累计报告确诊病例（轻型）10例，无症状感染者4例，经治疗目前情况稳定。 ​  展开c, 0, 评论,0,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=3
清零,V闪闪,26分钟前 转赞人数超过200,社会主义HarmonyOS设备,"
                    图片里的类似评论，我也见到过，一些躺平派为了实现自己躺平，结束清零政策，特别期盼全国各地都崩溃，甚至希望有人去故意感染的，这些心态极端自私。 ​                ", 20, 55,256,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=3
清零,每天都想上天,26分钟前 转赞人数超过30,iPhone,#上海多家超市卖场恢复营业# 松江区，你是人吗？物资物资不发，全部按闹分配，只有等居民抗议了才知道给吗？乖乖听话的人活该没饭吃？本来小区靠业主之间团购互帮互助，现在一纸令状下来，没人敢当团长，超市也停止提供物资了？准备怎么？活人清零？ ​                , 1, 5,40,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=3
清零,走向瓦尔登湖,"
                        26分钟前
                        ",iPhone 13 Pro,"#周末时光. 回归# 自从新年到现在，一直很浮躁，困于各种事中：丰县八孩vs武统台湾、谷爱凌vs爱国、俄罗斯vs乌克兰、清零vs共存、封控vs躺平……一直堵心，连看书都静不下心来。
还有什么也不能说，看到的也只是过滤后的画面，当然，说了、看了也没用。
能谈的人越来越少，能一起分享喜怒哀乐的人则更 ​ 展开c", 0, 评论,1,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=3
清零,胡锡进,27分钟前 转赞人数超过7800,中兴Axon 30 Ultra 5G,"
                    上海、长春的抗疫打得如此艰苦，经济代价如此之大，我们一定要高度珍惜它们和全国连带付出争取来的宝贵时间，真正与时俱进地探索动态清零的新方法新工具。大家的普遍担心是现实的：费这么大力气清零了，但奥密克戎的传播力这么强又这么隐蔽，再出现新的大面积感染怎么办？没完没了封城总不是办法吧？ ​  展开c", 416, 2031,8880,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=3
清零,柚晨_autism,"
                        26分钟前
                        ",HUAWEI P30,#廊坊疫情#垃圾他可以再加加油争取干过武汉的76天毕竟廊坊也就只能在这上面拿个第一了吉林都社会面清零了廊坊还在这买半个月送半个月呢努努力争取把三大区划出廊坊，那样复功率就百分之百了，官方发布出来那岂不是更好听 ​                , 0, 1,9,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=3
清零,天步艰难love,27分钟前 转赞人数超过20,iPhone客户端,"
                    COVID-19（2019冠状病毒疾病）疫情延烧，因应Omicron个案多达99%为轻症，台湾中央流行疫情指挥中心拟推动「新台湾模式」，达到「正常生活、积极防疫、稳健开放」的目标，为确保落实重症清零、轻症有效控管策略，将推动居家照护管理。今天疫情记者会中有媒体提问，未来开放轻症在家隔离，指挥中心仍倾 ​  展开c", 10, 7,35,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=3
清零,SMGNEWS,"
                        26分钟前
                        ",微博视频号,"
                    【郑军华回应“谈方舱色变”：起居饮食正在完善 平均约7天可出院】新国际博览中心方舱医院总指挥、仁济医院党委书记郑军华表示，基于对疫情形势、病毒特点以及救治情况 等多方面因素判断，当前，必须坚持""动态清零""。他也注意到有的市民会""谈方舱色变""。对于一部分市民""不怕感染就怕去方舱""想法，他坦 ​  展开c", 0, 1,1,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=3
清零,吉林共青团,"
                        26分钟前
                        ",,"
                    【一图读懂：吉林市：为什么实现了社会面清零，还要继续进行核酸检测？】 ​                ", 0, 评论,2,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=3
清零,长春新闻,"
                        26分钟前
                        ",iPhone客户端,"
                    【景俊海在长春市净月区二道区检查指导疫情防控工作时强调 咬紧牙关 争分夺秒 一鼓作气 务求必胜 坚决完成社会面清零目标任务】4月8日上午，省委书记景俊海来到长春净月高新技术产业开发区、二道区，实地检查指导疫情防控工作，分别主持召开汇报会，详细了解疫情防控进展和包保支援工作情况。他强调， ​  展开c", 0, 评论,0,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=3
清零,天邢者一踏雪寻牛,29分钟前 转赞人数超过800,,"
                    专家警告：美国制裁可能导致中国海外资产清零，应提前做好准备#俄罗斯将靠什么应对西方制裁##财经# 华盛顿对俄罗斯的金融制裁引起了中国对其大量持有美国政府债券的担忧，专家们说中国没有管理外汇储备其他的替代办法。最近几周，前央行顾问余永定和中国银行前副行长王永利就西方制裁可能对中国持 ​  展开c", 80, 232,878,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=3
清零,Like戊,29分钟前 转赞人数超过10,iPhone客户端,#廊坊疫情#能不能有个胶带，什么时候解封呢。同时间的解封了，比廊坊晚的解封了，难道要等上海全部清零吗 ​                , 1, 评论,17,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=3
清零,三思柯南,29分钟前 转赞人数超过20,微博 weibo.com,"
                    “就算上海这次成功清零，那以后呢？” 这种标题没什么意义。我也可以问一句，就算作者你今天吃饱了，那以后呢？须知，这个作者也是有将来饿死的可能性，那么你今天干嘛要吃饱，有意义吗？ ​                ", 5, 2,21,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=3
清零,河北日报,29分钟前 转赞人数超过50,微博 weibo.com,"
                    【#4月8日安国市社会面检出阳性病例首日实现清零#】今天下午，安国市政府新闻办召开新冠肺炎疫情防控工作新闻发布会，发布全市疫情防控最新情况。据介绍，4月8日，该市社会面检出阳性病例首日实现了清零。截至4月8日下午14：00，安国市已完成第9轮核酸检测，采集样本303972份，已出结果303972份。其中 ​  展开c", 16, 27,56,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=3
清零,梦里可是她,30分钟前 转赞人数超过10,iPhone客户端,#长春人的快乐就要回来了#广场真的笑死我 就是说什么时候真的清零了再发推文吧 别整这些没用的 ​                , 0, 评论,15,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=3
清零,塞巴斯蒂安·黑三儿,"
                        29分钟前
                        ",小米11 青春版,"
                    清零使有些人产生了幻觉，以为终极目标是一个城市不出现病毒，只要病毒出现就必定是错，而忘记了最终目的其实是不让病毒影响正常生活。清零的本意是为己方赢得喘息的机会以不断升级装备战术以应对更大的挑战，而不是得到零的结果就终止行动。现在的一切和两年前多么相似啊，而我们嘲笑的对象人家的身体 ​  展开c", 0, 评论,0,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=3
清零,大大小小芮,"
                        31分钟前
                        ",iPhone客户端,"
                    如果我是深圳jyj我一定不会在yq还不稳定（未实现14天动态清零、各地疫情变幻莫测）的情况下如此武断地确定开学时间，但是既然已经确定，说明当局已经知晓、分析过现在开学将产生的后果，那么我希望你可以承担起这份后果，不要出尔反尔，謇朝谇而夕替 ​                ", 0, 评论,8,https://s.weibo.com/weibo?q=%E6%B8%85%E9%9B%B6&page=3
